decade	coll	going_to_norm	will_norm	joint_freq	diff
1810	include	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	increase	0	0	0	0
1810	insist	0	0	0	0
1810	introduce	0	0	0	0
1810	join	0.846724277786527	5.08034566671916	5.92706994450569	-4.23362138893264
1810	jump	0	0	0	0
1810	keep	0	11.0074156112249	11.0074156112249	-11.0074156112249
1810	kick	0	0	0	0
1810	kill	0	0.846724277786527	0.846724277786527	-0.846724277786527
1810	kiss	0	0	0	0
1810	knock	0	0	0	0
1810	know	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	land	0	0	0	0
1810	last	0	0	0	0
1810	lay	0	5.08034566671916	5.08034566671916	-5.08034566671916
1810	lead	0	9.3139670556518	9.3139670556518	-9.3139670556518
1810	learn	0	0.846724277786527	0.846724277786527	-0.846724277786527
1810	leave	1.69344855557305	9.3139670556518	11.0074156112249	-7.62051850007875
1810	let	0	5.92706994450569	5.92706994450569	-5.92706994450569
1810	lie	0	4.23362138893264	4.23362138893264	-4.23362138893264
1810	like	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	listen	0	0	0	0
1810	live	0.846724277786527	8.46724277786527	9.3139670556518	-7.62051850007875
1810	look	0	5.08034566671916	5.08034566671916	-5.08034566671916
1810	lose	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	love	0	4.23362138893264	4.23362138893264	-4.23362138893264
1810	make	0.846724277786527	49.9567323894051	50.8034566671916	-49.1100081116186
1810	marry	0.846724277786527	5.08034566671916	5.92706994450569	-4.23362138893264
1810	mean	0	0	0	0
1810	meet	0	8.46724277786527	8.46724277786527	-8.46724277786527
1810	miss	0	0	0	0
1810	move	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	murder	0.846724277786527	0	0.846724277786527	0.846724277786527
1810	need	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	occur	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	offer	0	0.846724277786527	0.846724277786527	-0.846724277786527
1810	open	0	2.54017283335958	2.54017283335958	-2.54017283335958
1810	paint	0	0	0	0
1810	pardon	0	5.92706994450569	5.92706994450569	-5.92706994450569
1810	pass	0	5.08034566671916	5.08034566671916	-5.08034566671916
1810	pay	0	5.08034566671916	5.08034566671916	-5.08034566671916
1810	perceive	0	2.54017283335958	2.54017283335958	-2.54017283335958
1810	permit	0	11.8541398890114	11.8541398890114	-11.8541398890114
1810	pick	0	0	0	0
1810	place	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	play	0	0	0	0
1810	please	0	4.23362138893264	4.23362138893264	-4.23362138893264
1810	present	0	5.08034566671916	5.08034566671916	-5.08034566671916
1810	prevent	0	2.54017283335958	2.54017283335958	-2.54017283335958
1810	proceed	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	produce	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	propose	0	0	0	0
1810	protect	0	7.62051850007875	7.62051850007875	-7.62051850007875
1810	prove	0	21.1681069446632	21.1681069446632	-21.1681069446632
1810	provide	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	pull	0	0	0	0
1810	put	0	6.77379422229222	6.77379422229222	-6.77379422229222
1810	quit	0	0	0	0
1810	rain	1.69344855557305	0	1.69344855557305	1.69344855557305
1810	raise	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	reach	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	read	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	receive	0	7.62051850007875	7.62051850007875	-7.62051850007875
1810	recognize	0	0	0	0
1810	reduce	0	0	0	0
1810	remain	0	11.8541398890114	11.8541398890114	-11.8541398890114
1810	remember	0	2.54017283335958	2.54017283335958	-2.54017283335958
1810	render	0	7.62051850007875	7.62051850007875	-7.62051850007875
1810	report	0	0	0	0
1810	require	0	5.92706994450569	5.92706994450569	-5.92706994450569
1810	rest	0	0.846724277786527	0.846724277786527	-0.846724277786527
1810	result	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	retire	0	0	0	0
1810	return	0	16.087761277944	16.087761277944	-16.087761277944
1810	ride	0	0	0	0
1810	rise	0	6.77379422229222	6.77379422229222	-6.77379422229222
1810	ruin	0	0	0	0
1810	run	0.846724277786527	0.846724277786527	1.69344855557305	0
1810	sail	0	0	0	0
1810	satisfy	0	2.54017283335958	2.54017283335958	-2.54017283335958
1810	save	0	5.92706994450569	5.92706994450569	-5.92706994450569
1810	say	1.69344855557305	9.3139670556518	11.0074156112249	-7.62051850007875
1810	secure	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	see	0	23.7082797780228	23.7082797780228	-23.7082797780228
1810	seek	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	seem	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	sell	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	send	0.846724277786527	5.08034566671916	5.92706994450569	-4.23362138893264
1810	serve	0	11.0074156112249	11.0074156112249	-11.0074156112249
1810	set	0.846724277786527	1.69344855557305	2.54017283335958	-0.846724277786527
1810	settle	0	0.846724277786527	0.846724277786527	-0.846724277786527
1810	share	0	0.846724277786527	0.846724277786527	-0.846724277786527
1810	shoot	0	0	0	0
1810	show	0	11.0074156112249	11.0074156112249	-11.0074156112249
1810	shut	0	0	0	0
1810	sing	0	5.08034566671916	5.08034566671916	-5.08034566671916
1810	sit	0	4.23362138893264	4.23362138893264	-4.23362138893264
1810	sound	0	0	0	0
1810	speak	0	5.08034566671916	5.08034566671916	-5.08034566671916
1810	spend	0.846724277786527	0.846724277786527	1.69344855557305	0
1810	stand	0	12.7008641667979	12.7008641667979	-12.7008641667979
1810	start	0	0.846724277786527	0.846724277786527	-0.846724277786527
1810	stay	0	2.54017283335958	2.54017283335958	-2.54017283335958
1810	steal	0	0	0	0
1810	step	0	0	0	0
1810	stick	0	0	0	0
1810	stop	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	strike	0	0.846724277786527	0.846724277786527	-0.846724277786527
1810	study	0	0	0	0
1810	succeed	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	sue	0	0	0	0
1810	suffer	0	7.62051850007875	7.62051850007875	-7.62051850007875
1810	suffice	0	5.08034566671916	5.08034566671916	-5.08034566671916
1810	suggest	0	0	0	0
1810	supply	0	0.846724277786527	0.846724277786527	-0.846724277786527
1810	support	0	0.846724277786527	0.846724277786527	-0.846724277786527
1810	surprise	0	0	0	0
1810	survive	0	0	0	0
1810	take	0.846724277786527	35.5624196670341	36.4091439448207	-34.7156953892476
1810	talk	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	teach	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	tear	0	0	0	0
1810	tell	1.69344855557305	21.1681069446632	22.8615555002362	-19.4746583890901
1810	tend	0	5.08034566671916	5.08034566671916	-5.08034566671916
1810	think	0	9.3139670556518	9.3139670556518	-9.3139670556518
1810	throw	0	2.54017283335958	2.54017283335958	-2.54017283335958
1810	travel	0	0	0	0
1810	treat	0	0	0	0
1810	trust	0.846724277786527	0	0.846724277786527	0.846724277786527
1810	try	0	5.92706994450569	5.92706994450569	-5.92706994450569
1810	turn	0	5.08034566671916	5.08034566671916	-5.08034566671916
1810	understand	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	use	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	visit	0	2.54017283335958	2.54017283335958	-2.54017283335958
1810	vote	0	0	0	0
1810	wait	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	wake	0	0	0	0
1810	walk	0	0	0	0
1810	want	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	wash	0	0	0	0
1810	waste	0	0	0	0
1810	watch	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	wear	0	1.69344855557305	1.69344855557305	-1.69344855557305
1810	win	0	0.846724277786527	0.846724277786527	-0.846724277786527
1810	work	0	2.54017283335958	2.54017283335958	-2.54017283335958
1810	write	0	3.38689711114611	3.38689711114611	-3.38689711114611
1810	yield	0	4.23362138893264	4.23362138893264	-4.23362138893264
1820	accept	0	2.02107548644761	2.02107548644761	-2.02107548644761
1820	act	0	3.60906336865644	3.60906336865644	-3.60906336865644
1820	add	0.144362534746258	4.33087604238773	4.47523857713398	-4.18651350764147
1820	admit	0	8.5173895500292	8.5173895500292	-8.5173895500292
1820	affect	0	0.866175208477545	0.866175208477545	-0.866175208477545
1820	afford	0	5.05268871611902	5.05268871611902	-5.05268871611902
1820	agree	0	3.46470083391018	3.46470083391018	-3.46470083391018
1820	allow	0	6.06322645934282	6.06322645934282	-6.06322645934282
1820	answer	0	9.67228982799926	9.67228982799926	-9.67228982799926
1820	appear	0	14.1475284051332	14.1475284051332	-14.1475284051332
1820	apply	0	1.73235041695509	1.73235041695509	-1.73235041695509
1820	arise	0	3.46470083391018	3.46470083391018	-3.46470083391018
1820	arrest	0	0	0	0
1820	arrive	0	0.866175208477545	0.866175208477545	-0.866175208477545
1820	ask	0	4.33087604238773	4.33087604238773	-4.33087604238773
1820	attack	0	0	0	0
1820	attempt	0	1.44362534746258	1.44362534746258	-1.44362534746258
1820	attend	0	3.03161322967141	3.03161322967141	-3.03161322967141
1820	be	2.45416309068638	525.623989011124	528.07815210181	-523.169825920437
1820	bear	0	8.22866448053668	8.22866448053668	-8.22866448053668
1820	beat	0.144362534746258	0	0.144362534746258	0.144362534746258
1820	become	0	15.3024286831033	15.3024286831033	-15.3024286831033
1820	begin	0	2.74288816017889	2.74288816017889	-2.74288816017889
1820	believe	0.144362534746258	5.91886392459656	6.06322645934282	-5.7745013898503
1820	benefit	0	0.433087604238773	0.433087604238773	-0.433087604238773
1820	blow	0	0	0	0
1820	break	0	2.45416309068638	2.45416309068638	-2.45416309068638
1820	bring	0.288725069492515	10.8271901059693	11.1159151754618	-10.5384650364768
1820	build	0	0	0	0
1820	burn	0.144362534746258	1.0105377432238	1.15490027797006	-0.866175208477545
1820	bury	0	0	0	0
1820	buy	0	0.866175208477545	0.866175208477545	-0.866175208477545
1820	call	0	7.07376420256662	7.07376420256662	-7.07376420256662
1820	carry	0	3.32033829916392	3.32033829916392	-3.32033829916392
1820	catch	0	0	0	0
1820	cause	0	2.59852562543264	2.59852562543264	-2.59852562543264
1820	cease	0	3.32033829916392	3.32033829916392	-3.32033829916392
1820	change	0	1.44362534746258	1.44362534746258	-1.44362534746258
1820	check	0	0	0	0
1820	choose	0	0.721812673731288	0.721812673731288	-0.721812673731288
1820	clean	0	0	0	0
1820	clear	0	0	0	0
1820	climb	0	0	0	0
1820	close	0	0.866175208477545	0.866175208477545	-0.866175208477545
1820	come	0	22.0874678161774	22.0874678161774	-22.0874678161774
1820	consider	0	2.16543802119386	2.16543802119386	-2.16543802119386
1820	contain	0	1.15490027797006	1.15490027797006	-1.15490027797006
1820	continue	0	6.49631406358159	6.49631406358159	-6.49631406358159
1820	cook	0	0	0	0
1820	cost	0	1.44362534746258	1.44362534746258	-1.44362534746258
1820	cover	0	0.288725069492515	0.288725069492515	-0.288725069492515
1820	create	0	0.57745013898503	0.57745013898503	-0.57745013898503
1820	cross	0	0	0	0
1820	cry	0	0	0	0
1820	cut	0	1.15490027797006	1.15490027797006	-1.15490027797006
1820	dance	0	0	0	0
1820	decide	0	1.58798788220883	1.58798788220883	-1.58798788220883
1820	deliver	0	0.721812673731288	0.721812673731288	-0.721812673731288
1820	demand	0	0.866175208477545	0.866175208477545	-0.866175208477545
1820	depend	0	2.02107548644761	2.02107548644761	-2.02107548644761
1820	destroy	0	2.45416309068638	2.45416309068638	-2.45416309068638
1820	determine	0	0.57745013898503	0.57745013898503	-0.57745013898503
1820	develop	0	0.144362534746258	0.144362534746258	-0.144362534746258
1820	die	0.288725069492515	4.47523857713399	4.7639636466265	-4.18651350764147
1820	disappear	0	0.288725069492515	0.288725069492515	-0.288725069492515
1820	discover	0	1.73235041695509	1.73235041695509	-1.73235041695509
1820	do	0.721812673731288	36.0906336865644	36.8124463602957	-35.3688210128331
1820	draw	0	2.30980055594012	2.30980055594012	-2.30980055594012
1820	drink	0.288725069492515	0	0.288725069492515	0.288725069492515
1820	drive	0	2.30980055594012	2.30980055594012	-2.30980055594012
1820	drop	0	0.866175208477545	0.866175208477545	-0.866175208477545
1820	eat	0	1.58798788220883	1.58798788220883	-1.58798788220883
1820	enable	0	9.527927293253	9.527927293253	-9.527927293253
1820	end	0	1.73235041695509	1.73235041695509	-1.73235041695509
1820	enjoy	0	0.866175208477545	0.866175208477545	-0.866175208477545
1820	enter	0	2.45416309068638	2.45416309068638	-2.45416309068638
1820	excuse	0	3.32033829916392	3.32033829916392	-3.32033829916392
1820	explain	0	3.46470083391018	3.46470083391018	-3.46470083391018
1820	explode	0	0	0	0
1820	face	0	0	0	0
1820	fail	0	1.15490027797006	1.15490027797006	-1.15490027797006
1820	faint	0.144362534746258	0	0.144362534746258	0.144362534746258
1820	fall	0	4.18651350764147	4.18651350764147	-4.18651350764147
1820	feed	0	0	0	0
1820	feel	0	6.20758899408908	6.20758899408908	-6.20758899408908
1820	fight	0.433087604238773	2.02107548644761	2.45416309068638	-1.58798788220883
1820	fill	0	1.0105377432238	1.0105377432238	-1.0105377432238
1820	find	0	36.8124463602957	36.8124463602957	-36.8124463602957
1820	finish	0	0	0	0
1820	fire	0	0	0	0
1820	fix	0	0	0	0
1820	fly	0	3.17597576441767	3.17597576441767	-3.17597576441767
1820	follow	0	9.67228982799926	9.67228982799926	-9.67228982799926
1820	force	0	0.288725069492515	0.288725069492515	-0.288725069492515
1820	forget	0	1.58798788220883	1.58798788220883	-1.58798788220883
1820	forgive	0	4.90832618137276	4.90832618137276	-4.90832618137276
1820	form	0	3.17597576441767	3.17597576441767	-3.17597576441767
1820	furnish	0	4.61960111188024	4.61960111188024	-4.61960111188024
1820	gain	0	1.58798788220883	1.58798788220883	-1.58798788220883
1820	get	0.144362534746258	3.60906336865644	3.7534259034027	-3.46470083391018
1820	give	0.288725069492515	36.9568088950419	37.2455339645345	-36.6680838255494
1820	go	0	29.5943196229828	29.5943196229828	-29.5943196229828
1820	grow	0	1.29926281271632	1.29926281271632	-1.29926281271632
1820	handle	0	0	0	0
1820	hang	0	0	0	0
1820	happen	0	1.29926281271632	1.29926281271632	-1.29926281271632
1820	hate	0	0	0	0
1820	have	0.721812673731288	60.1991769891894	60.9209896629207	-59.4773643154581
1820	hear	0	6.78503913307411	6.78503913307411	-6.78503913307411
1820	help	0.144362534746258	2.16543802119386	2.30980055594012	-2.02107548644761
1820	hire	0	0	0	0
1820	hit	0	0	0	0
1820	hold	0.144362534746258	2.02107548644761	2.16543802119386	-1.87671295170135
1820	hunt	0	0	0	0
1820	hurt	0.144362534746258	0	0.144362534746258	0.144362534746258
1820	improve	0	0.433087604238773	0.433087604238773	-0.433087604238773
1820	include	0	0	0	0
1820	increase	0	2.02107548644761	2.02107548644761	-2.02107548644761
1820	insist	0	0	0	0
1820	introduce	0	0	0	0
1820	join	0.144362534746258	3.03161322967141	3.17597576441767	-2.88725069492515
1820	jump	0	0	0	0
1820	keep	0.144362534746258	5.63013885510405	5.7745013898503	-5.48577632035779
1820	kick	0	0	0	0
1820	kill	0	2.59852562543264	2.59852562543264	-2.59852562543264
1820	kiss	0	0	0	0
1820	knock	0	0	0	0
1820	know	0	5.91886392459656	5.91886392459656	-5.91886392459656
1820	land	0	0	0	0
1820	last	0	1.0105377432238	1.0105377432238	-1.0105377432238
1820	lay	0.288725069492515	2.45416309068638	2.74288816017889	-2.16543802119386
1820	lead	0	7.50685180680539	7.50685180680539	-7.50685180680539
1820	learn	0	3.46470083391018	3.46470083391018	-3.46470083391018
1820	leave	0.288725069492515	9.23920222376048	9.527927293253	-8.95047715426797
1820	let	0	5.63013885510405	5.63013885510405	-5.63013885510405
1820	lie	0	1.73235041695509	1.73235041695509	-1.73235041695509
1820	like	0	0.288725069492515	0.288725069492515	-0.288725069492515
1820	listen	0	2.59852562543264	2.59852562543264	-2.59852562543264
1820	live	0.288725069492515	4.18651350764147	4.47523857713399	-3.89778843814895
1820	look	0.288725069492515	4.33087604238773	4.61960111188024	-4.04215097289521
1820	lose	0	2.59852562543264	2.59852562543264	-2.59852562543264
1820	love	0	3.89778843814895	3.89778843814895	-3.89778843814895
1820	make	0.288725069492515	34.213920734863	34.5026458043556	-33.9251956653705
1820	marry	0.144362534746258	1.87671295170135	2.02107548644761	-1.73235041695509
1820	mean	0	0.144362534746258	0.144362534746258	-0.144362534746258
1820	meet	0.144362534746258	6.20758899408908	6.35195152883533	-6.06322645934282
1820	miss	0	0.144362534746258	0.144362534746258	-0.144362534746258
1820	move	0	0.57745013898503	0.57745013898503	-0.57745013898503
1820	murder	0	0	0	0
1820	need	0	1.15490027797006	1.15490027797006	-1.15490027797006
1820	occur	0	1.73235041695509	1.73235041695509	-1.73235041695509
1820	offer	0.144362534746258	1.29926281271632	1.44362534746258	-1.15490027797006
1820	open	0	2.88725069492515	2.88725069492515	-2.88725069492515
1820	paint	0	0	0	0
1820	pardon	0	3.03161322967141	3.03161322967141	-3.03161322967141
1820	pass	0.288725069492515	3.89778843814895	4.18651350764147	-3.60906336865644
1820	pay	0.288725069492515	1.73235041695509	2.02107548644761	-1.44362534746258
1820	perceive	0	7.65121434155165	7.65121434155165	-7.65121434155165
1820	permit	0	7.79557687629791	7.79557687629791	-7.79557687629791
1820	pick	0	0	0	0
1820	place	0	2.45416309068638	2.45416309068638	-2.45416309068638
1820	play	0	0.866175208477545	0.866175208477545	-0.866175208477545
1820	please	0	3.17597576441767	3.17597576441767	-3.17597576441767
1820	present	0	1.15490027797006	1.15490027797006	-1.15490027797006
1820	prevent	0	2.30980055594012	2.30980055594012	-2.30980055594012
1820	proceed	0	3.46470083391018	3.46470083391018	-3.46470083391018
1820	produce	0	3.60906336865644	3.60906336865644	-3.60906336865644
1820	propose	0.144362534746258	0	0.144362534746258	0.144362534746258
1820	protect	0	3.60906336865644	3.60906336865644	-3.60906336865644
1820	prove	0	7.93993941104417	7.93993941104417	-7.93993941104417
1820	provide	0	1.44362534746258	1.44362534746258	-1.44362534746258
1820	pull	0	0	0	0
1820	put	0.433087604238773	6.35195152883533	6.78503913307411	-5.91886392459656
1820	quit	0	0	0	0
1820	rain	0	0	0	0
1820	raise	0.144362534746258	1.44362534746258	1.58798788220883	-1.29926281271632
1820	reach	0	1.29926281271632	1.29926281271632	-1.29926281271632
1820	read	0	2.16543802119386	2.16543802119386	-2.16543802119386
1820	receive	0	6.06322645934282	6.06322645934282	-6.06322645934282
1820	recognize	0	0	0	0
1820	reduce	0	0.288725069492515	0.288725069492515	-0.288725069492515
1820	remain	0	8.95047715426797	8.95047715426797	-8.95047715426797
1820	remember	0	5.19705125086527	5.19705125086527	-5.19705125086527
1820	render	0	4.90832618137276	4.90832618137276	-4.90832618137276
1820	report	0	0.144362534746258	0.144362534746258	-0.144362534746258
1820	require	0	4.90832618137276	4.90832618137276	-4.90832618137276
1820	rest	0	1.44362534746258	1.44362534746258	-1.44362534746258
1820	result	0	1.29926281271632	1.29926281271632	-1.29926281271632
1820	retire	0	0	0	0
1820	return	0	7.36248927205914	7.36248927205914	-7.36248927205914
1820	ride	0	0	0	0
1820	rise	0	3.46470083391018	3.46470083391018	-3.46470083391018
1820	ruin	0.144362534746258	0	0.144362534746258	0.144362534746258
1820	run	0	2.88725069492515	2.88725069492515	-2.88725069492515
1820	sail	0	0	0	0
1820	satisfy	0	2.74288816017889	2.74288816017889	-2.74288816017889
1820	save	0	4.33087604238773	4.33087604238773	-4.33087604238773
1820	say	3.17597576441767	16.4573289610734	19.633304725491	-13.2813531966557
1820	secure	0	2.16543802119386	2.16543802119386	-2.16543802119386
1820	see	0.144362534746258	19.3445796559985	19.4889421907448	-19.2002171212523
1820	seek	0	2.59852562543264	2.59852562543264	-2.59852562543264
1820	seem	0	2.16543802119386	2.16543802119386	-2.16543802119386
1820	sell	0	1.29926281271632	1.29926281271632	-1.29926281271632
1820	send	0.144362534746258	5.48577632035779	5.63013885510404	-5.34141378561153
1820	serve	0	6.78503913307411	6.78503913307411	-6.78503913307411
1820	set	0.144362534746258	3.32033829916392	3.46470083391018	-3.17597576441767
1820	settle	0	1.29926281271632	1.29926281271632	-1.29926281271632
1820	share	0	0.866175208477545	0.866175208477545	-0.866175208477545
1820	shoot	0	0	0	0
1820	show	0	11.9820903839394	11.9820903839394	-11.9820903839394
1820	shut	0.144362534746258	0	0.144362534746258	0.144362534746258
1820	sing	0	0.57745013898503	0.57745013898503	-0.57745013898503
1820	sit	0	1.29926281271632	1.29926281271632	-1.29926281271632
1820	sound	0	0	0	0
1820	speak	0.57745013898503	5.48577632035779	6.06322645934282	-4.90832618137276
1820	spend	0	1.0105377432238	1.0105377432238	-1.0105377432238
1820	stand	0	4.18651350764147	4.18651350764147	-4.18651350764147
1820	start	0	0.288725069492515	0.288725069492515	-0.288725069492515
1820	stay	0.57745013898503	2.88725069492515	3.46470083391018	-2.30980055594012
1820	steal	0	0	0	0
1820	step	0	0	0	0
1820	stick	0	0	0	0
1820	stop	0	1.44362534746258	1.44362534746258	-1.44362534746258
1820	strike	0	1.58798788220883	1.58798788220883	-1.58798788220883
1820	study	0	0	0	0
1820	succeed	0	1.44362534746258	1.44362534746258	-1.44362534746258
1820	sue	0	0	0	0
1820	suffer	0	2.74288816017889	2.74288816017889	-2.74288816017889
