decade	coll	BE going to	will
1910	save	12	69
1910	say	96	262
1910	secure	0	24
1910	see	96	388
1910	seek	0	36
1910	seem	0	72
1910	sell	13	33
1910	send	40	89
1910	serve	3	234
1910	set	9	50
1910	settle	9	31
1910	share	0	12
1910	shoot	16	0
1910	show	23	233
1910	shut	4	0
1910	sing	8	26
1910	sit	14	18
1910	sound	1	0
1910	speak	19	45
1910	spend	15	27
1910	stand	19	134
1910	start	27	57
1910	stay	98	90
1910	steal	6	0
1910	step	1	0
1910	stick	26	0
1910	stop	29	55
1910	strike	9	35
1910	study	5	0
1910	succeed	8	47
1910	sue	1	0
1910	suffer	2	41
1910	suffice	0	35
1910	suggest	5	0
1910	supply	0	19
1910	support	1	25
1910	surprise	3	0
1910	survive	1	12
1910	take	249	708
1910	talk	18	39
1910	teach	12	50
1910	tear	3	0
1910	tell	122	389
1910	tend	0	64
1910	think	7	106
1910	throw	4	36
1910	travel	3	0
1910	treat	1	0
1910	trust	8	0
1910	try	100	122
1910	turn	33	91
1910	understand	0	88
1910	use	16	47
1910	visit	8	12
1910	vote	4	30
1910	wait	10	61
1910	wake	4	0
1910	walk	13	26
1910	want	1	78
1910	wash	5	0
1910	waste	5	0
1910	watch	3	24
1910	wear	11	26
1910	win	19	57
1910	work	3	94
1910	write	28	66
1910	yield	0	34
1920	accept	5	79
1920	act	11	60
1920	add	4	47
1920	admit	0	77
1920	affect	0	27
1920	afford	0	19
1920	agree	0	89
1920	allow	2	54
1920	answer	9	54
1920	appear	0	110
1920	apply	0	26
1920	arise	0	26
1920	arrest	1	0
1920	arrive	0	36
1920	ask	85	89
1920	attack	5	0
1920	attempt	0	29
1920	attend	0	41
1920	be	826	13869
1920	bear	0	67
1920	beat	20	0
1920	become	12	227
1920	begin	17	159
1920	believe	7	39
1920	benefit	0	28
1920	blow	6	0
1920	break	22	59
1920	bring	35	319
1920	build	16	32
1920	burn	0	25
1920	bury	0	0
1920	buy	25	51
1920	call	32	122
1920	carry	13	149
1920	catch	5	0
1920	cause	0	81
1920	cease	0	35
1920	change	11	53
1920	check	1	0
1920	choose	0	27
1920	clean	5	0
1920	clear	3	0
1920	climb	4	0
1920	close	3	30
1920	come	29	757
1920	consider	0	44
1920	contain	0	30
1920	continue	3	371
1920	cook	4	0
1920	cost	7	77
1920	cover	0	24
1920	create	0	29
1920	cross	0	0
1920	cry	17	0
1920	cut	14	20
1920	dance	6	0
1920	decide	0	43
1920	deliver	0	21
1920	demand	0	27
1920	depend	0	103
1920	destroy	2	29
1920	determine	0	22
1920	develop	0	44
1920	die	47	79
1920	disappear	0	21
1920	discover	0	33
1920	do	318	782
1920	draw	2	34
1920	drink	3	0
1920	drive	15	38
1920	drop	5	31
1920	eat	8	46
1920	enable	0	103
1920	end	6	60
1920	enjoy	5	36
1920	enter	8	40
1920	excuse	0	37
1920	explain	5	32
1920	explode	2	0
1920	face	0	17
1920	fail	2	46
1920	faint	9	0
1920	fall	15	54
1920	feed	4	0
1920	feel	4	84
1920	fight	22	86
1920	fill	0	18
1920	find	63	658
1920	finish	4	0
1920	fire	3	0
1920	fix	6	0
1920	fly	6	27
1920	follow	10	134
1920	force	1	35
1920	forget	5	35
1920	forgive	0	36
1920	form	0	35
1920	furnish	0	49
1920	gain	0	28
1920	get	274	411
1920	give	128	587
1920	go	23	825
1920	grow	6	75
1920	handle	2	0
1920	hang	5	0
1920	happen	98	115
1920	hate	6	0
1920	have	328	2190
1920	hear	8	63
1920	help	30	214
1920	hire	3	0
1920	hit	8	0
1920	hold	19	138
1920	hunt	5	0
1920	hurt	11	0
1920	improve	0	25
1920	include	0	43
1920	increase	0	58
1920	insist	4	0
1920	introduce	4	0
1920	join	8	42
1920	jump	10	0
1920	keep	67	209
1920	kick	5	0
1920	kill	30	60
1920	kiss	5	0
1920	knock	3	0
1920	know	6	179
1920	land	7	0
1920	last	3	56
1920	lay	5	29
1920	lead	9	94
1920	learn	6	55
1920	leave	54	170
1920	let	53	141
1920	lie	5	23
1920	like	19	62
1920	listen	4	31
1920	live	46	89
1920	look	23	126
1920	lose	20	58
1920	love	8	49
1920	make	211	847
1920	marry	98	44
1920	mean	8	132
1920	meet	17	153
1920	miss	16	17
1920	move	7	28
1920	murder	2	0
1920	need	10	96
1920	occur	0	30
1920	offer	4	46
1920	open	8	66
1920	paint	3	0
1920	pardon	0	32
1920	pass	5	102
1920	pay	15	182
1920	perceive	0	10
1920	permit	0	111
1920	pick	8	0
1920	place	0	30
1920	play	37	79
1920	please	0	25
1920	present	4	40
1920	prevent	0	54
1920	proceed	0	41
1920	produce	0	75
1920	propose	3	0
1920	protect	0	28
1920	prove	6	115
1920	provide	0	73
1920	pull	7	0
1920	put	60	164
1920	quit	10	0
1920	rain	11	0
1920	raise	8	22
1920	reach	0	70
1920	read	16	42
1920	receive	3	174
1920	recognize	0	32
1920	reduce	0	26
1920	remain	8	188
1920	remember	2	98
1920	render	0	15
1920	report	3	38
1920	require	0	83
1920	rest	0	19
1920	result	0	90
1920	retire	5	0
1920	return	5	101
1920	ride	16	0
1920	rise	1	55
1920	ruin	3	0
1920	run	46	105
1920	sail	4	0
1920	satisfy	0	25
1920	save	9	79
1920	say	104	253
1920	secure	0	6
1920	see	83	442
1920	seek	2	55
1920	seem	0	45
1920	sell	21	49
1920	send	40	104
1920	serve	4	112
1920	set	6	67
1920	settle	8	17
1920	share	0	11
1920	shoot	15	0
1920	show	35	323
1920	shut	2	0
1920	sing	12	28
1920	sit	17	58
1920	sound	0	0
1920	speak	15	85
1920	spend	17	56
1920	stand	19	156
1920	start	26	96
1920	stay	113	82
1920	steal	2	0
1920	step	3	0
1920	stick	18	0
1920	stop	24	71
1920	strike	10	18
1920	study	5	0
1920	succeed	2	41
1920	sue	3	0
1920	suffer	7	47
1920	suffice	0	28
1920	suggest	5	0
1920	supply	0	15
1920	support	4	35
1920	surprise	3	0
1920	survive	0	29
1920	take	223	847
1920	talk	29	52
1920	teach	12	25
1920	tear	8	0
1920	tell	129	367
1920	tend	0	61
1920	think	7	105
1920	throw	10	36
1920	travel	4	0
1920	treat	4	0
1920	trust	2	0
1920	try	80	123
1920	turn	26	105
1920	understand	0	100
1920	use	26	79
1920	visit	9	24
1920	vote	8	50
1920	wait	9	53
1920	wake	5	0
1920	walk	10	38
1920	want	1	85
1920	wash	6	0
1920	waste	4	0
1920	watch	2	30
1920	wear	12	36
1920	win	28	84
1920	work	3	96
1920	write	26	60
1920	yield	0	42
1930	accept	5	57
1930	act	8	62
1930	add	4	46
1930	admit	0	45
1930	affect	0	33
1930	afford	0	23
1930	agree	0	74
1930	allow	1	55
1930	answer	3	31
1930	appear	0	117
1930	apply	0	28
1930	arise	0	24
1930	arrest	7	0
1930	arrive	0	34
1930	ask	67	96
1930	attack	1	0
1930	attempt	0	20
1930	attend	0	36
1930	be	1051	12976
1930	bear	0	66
1930	beat	10	0
1930	become	18	207
1930	begin	8	131
1930	believe	5	36
1930	benefit	0	39
1930	blow	9	0
1930	break	20	51
1930	bring	23	260
1930	build	21	30
1930	burn	10	15
1930	bury	4	0
1930	buy	32	58
1930	call	31	110
1930	carry	8	118
1930	catch	10	0
1930	cause	1	60
1930	cease	0	20
1930	change	19	57
1930	check	1	0
1930	choose	0	10
1930	clean	5	0
1930	clear	3	0
1930	climb	5	0
1930	close	3	29
1930	come	36	604
1930	consider	0	42
1930	contain	0	32
1930	continue	5	332
1930	cook	2	0
1930	cost	13	88
1930	cover	0	34
1930	create	0	17
1930	cross	1	0
1930	cry	19	0
1930	cut	12	26
1930	dance	5	0
1930	decide	0	58
1930	deliver	0	25
1930	demand	0	23
1930	depend	0	139
1930	destroy	1	41
1930	determine	0	27
1930	develop	0	48
1930	die	55	64
1930	disappear	0	25
1930	discover	0	29
1930	do	320	644
1930	draw	0	31
1930	drink	3	0
1930	drive	10	35
1930	drop	10	22
1930	eat	14	38
1930	enable	0	82
1930	end	9	64
1930	enjoy	11	30
1930	enter	3	29
1930	excuse	0	31
1930	explain	2	42
1930	explode	3	0
1930	face	0	16
1930	fail	2	29
1930	faint	10	0
1930	fall	9	56
1930	feed	2	0
1930	feel	9	72
1930	fight	17	52
1930	fill	0	31
1930	find	56	478
1930	finish	9	0
1930	fire	2	0
1930	fix	8	0
1930	fly	7	32
1930	follow	5	109
1930	force	3	28
1930	forget	1	18
1930	forgive	0	28
1930	form	0	24
1930	furnish	0	20
1930	gain	0	25
1930	get	284	332
1930	give	100	472
1930	go	60	612
1930	grow	6	65
1930	handle	2	0
1930	hang	15	0
1930	happen	129	141
1930	hate	1	0
1930	have	348	2064
1930	hear	10	76
1930	help	23	202
1930	hire	1	0
1930	hit	8	0
1930	hold	12	120
1930	hunt	3	0
1930	hurt	9	0
1930	improve	0	28
1930	include	0	53
1930	increase	0	67
1930	insist	2	0
1930	introduce	3	0
1930	join	8	51
1930	jump	9	0
1930	keep	41	165
1930	kick	2	0
1930	kill	26	60
1930	kiss	5	0
1930	knock	4	0
1930	know	6	159
1930	land	3	0
1930	last	11	62
1930	lay	5	20
1930	lead	8	104
1930	learn	11	52
1930	leave	42	129
1930	let	44	87
1930	lie	10	36
1930	like	23	38
1930	listen	3	24
1930	live	36	68
1930	look	26	101
1930	lose	20	63
1930	love	4	23
1930	make	175	621
1930	marry	81	28
1930	mean	8	127
1930	meet	25	165
1930	miss	12	11
1930	move	14	43
1930	murder	6	0
1930	need	20	117
1930	occur	0	25
1930	offer	1	44
1930	open	10	54
1930	paint	2	0
1930	pardon	0	16
1930	pass	7	83
1930	pay	35	175
1930	perceive	0	5
1930	permit	0	96
1930	pick	5	0
1930	place	0	25
1930	play	21	60
1930	please	0	15
1930	present	2	44
1930	prevent	0	33
1930	proceed	0	35
1930	produce	0	73
1930	propose	3	0
1930	protect	1	29
1930	prove	9	98
1930	provide	0	75
1930	pull	7	0
1930	put	63	112
1930	quit	11	0
1930	rain	18	0
1930	raise	4	36
1930	reach	0	56
1930	read	10	29
1930	receive	3	175
1930	recognize	0	39
1930	reduce	0	30
1930	remain	1	194
1930	remember	6	70
1930	render	0	12
1930	report	0	34
1930	require	0	89
1930	rest	0	33
1930	result	0	87
1930	retire	6	0
1930	return	0	110
1930	ride	16	0
1930	rise	3	49
1930	ruin	5	0
1930	run	43	78
1930	sail	0	0
1930	satisfy	0	10
1930	save	12	73
1930	say	99	217
1930	secure	0	12
1930	see	95	370
1930	seek	1	64
1930	seem	0	38
1930	sell	19	36
1930	send	34	97
1930	serve	1	121
1930	set	10	55
1930	settle	6	15
1930	share	0	20
1930	shoot	11	0
1930	show	25	217
1930	shut	0	0
1930	sing	11	18
1930	sit	22	40
1930	sound	1	0
1930	speak	14	53
1930	spend	20	44
1930	stand	20	115
1930	start	27	74
1930	stay	63	91
1930	steal	3	0
1930	step	4	0
1930	stick	9	0
1930	stop	27	54
1930	strike	10	20
1930	study	8	0
1930	succeed	3	30
1930	sue	7	0
1930	suffer	5	32
1930	suffice	0	24
1930	suggest	8	0
1930	supply	0	18
1930	support	3	29
1930	surprise	0	0
1930	survive	0	19
1930	take	174	688
1930	talk	23	46
1930	teach	8	11
1930	tear	5	0
1930	tell	89	249
1930	tend	0	54
1930	think	8	74
1930	throw	13	30
1930	travel	3	0
1930	treat	3	0
1930	trust	1	0
1930	try	53	95
1930	turn	27	105
1930	understand	0	72
1930	use	14	62
1930	visit	8	13
1930	vote	13	37
1930	wait	13	48
1930	wake	1	0
1930	walk	15	10
1930	want	5	102
1930	wash	3	0
1930	waste	3	0
1930	watch	4	18
1930	wear	15	39
1930	win	24	58
1930	work	2	87
1930	write	33	38
1930	yield	0	41
1940	accept	3	65
1940	act	6	51
1940	add	1	47
1940	admit	0	28
1940	affect	0	29
1940	afford	0	11
1940	agree	0	70
1940	allow	0	60
1940	answer	4	27
1940	appear	0	77
1940	apply	0	21
1940	arise	0	22
1940	arrest	4	0
1940	arrive	0	35
1940	ask	74	100
1940	attack	7	0
1940	attempt	0	30
1940	attend	0	21
1940	be	1227	12728
1940	bear	0	50
1940	beat	5	0
1940	become	16	293
1940	begin	9	138
1940	believe	4	26
1940	benefit	0	23
1940	blow	7	0
1940	break	19	46
1940	bring	25	247
1940	build	18	42
1940	burn	3	15
1940	bury	4	0
1940	buy	30	66
1940	call	39	69
1940	carry	9	106
1940	catch	7	0
1940	cause	3	50
1940	cease	0	24
1940	change	16	50
1940	check	2	0
1940	choose	0	20
1940	clean	1	0
1940	clear	2	0
1940	climb	4	0
1940	close	0	12
1940	come	34	649
1940	consider	0	35
1940	contain	0	27
1940	continue	13	373
1940	cook	6	0
1940	cost	16	123
1940	cover	0	45
1940	create	0	31
1940	cross	3	0
1940	cry	31	0
1940	cut	26	43
1940	dance	2	0
1940	decide	0	58
1940	deliver	0	24
1940	demand	0	25
1940	depend	0	117
1940	destroy	3	23
1940	determine	0	39
1940	develop	0	40
1940	die	57	82
1940	disappear	0	29
1940	discover	0	19
1940	do	303	634
1940	draw	1	30
1940	drink	3	0
1940	drive	14	41
1940	drop	7	28
1940	eat	12	20
1940	enable	0	94
1940	end	8	71
1940	enjoy	5	21
1940	enter	6	25
1940	excuse	0	23
1940	explain	0	27
1940	explode	2	0
1940	face	0	45
1940	fail	0	33
1940	faint	9	0
1940	fall	10	83
1940	feed	3	0
1940	feel	12	62
1940	fight	17	85
1940	fill	0	22
1940	find	50	438
1940	finish	3	0
1940	fire	3	0
1940	fix	4	0
1940	fly	5	24
1940	follow	5	94
1940	force	3	18
1940	forget	5	19
1940	forgive	0	45
1940	form	0	20
1940	furnish	0	24
1940	gain	0	12
1940	get	309	451
1940	give	94	446
1940	go	61	630
1940	grow	7	74
1940	handle	1	0
1940	hang	8	0
1940	happen	161	136
1940	hate	4	0
1940	have	399	2197
1940	hear	15	67
1940	help	35	224
1940	hire	2	0
1940	hit	16	0
1940	hold	7	119
1940	hunt	3	0
1940	hurt	11	0
1940	improve	0	22
1940	include	0	72
1940	increase	0	74
1940	insist	6	0
1940	introduce	4	0
1940	join	9	31
1940	jump	9	0
1940	keep	55	168
1940	kick	6	0
1940	kill	40	63
1940	kiss	9	0
1940	knock	9	0
1940	know	6	138
1940	land	4	0
1940	last	6	59
1940	lay	3	14
1940	lead	3	81
1940	learn	13	57
1940	leave	32	106
1940	let	46	83
1940	lie	5	21
1940	like	16	29
1940	listen	8	22
1940	live	42	85
1940	look	27	108
1940	lose	19	68
1940	love	7	29
1940	make	162	637
1940	marry	77	33
1940	mean	5	128
1940	meet	36	146
1940	miss	15	14
1940	move	10	54
1940	murder	4	0
1940	need	36	138
1940	occur	0	27
1940	offer	3	34
1940	open	9	47
1940	paint	2	0
1940	pardon	0	14
1940	pass	12	75
1940	pay	18	144
1940	perceive	0	2
1940	permit	0	97
1940	pick	9	0
1940	place	0	30
1940	play	27	56
1940	please	0	9
1940	present	3	38
1940	prevent	0	50
1940	proceed	0	33
1940	produce	0	67
1940	propose	5	0
1940	protect	4	18
1940	prove	7	82
1940	provide	0	118
1940	pull	6	0
1940	put	55	115
1940	quit	7	0
1940	rain	18	0
1940	raise	5	28
1940	reach	0	62
1940	read	18	28
1940	receive	1	148
1940	recognize	0	29
1940	reduce	0	30
1940	remain	2	186
1940	remember	5	65
1940	render	0	6
1940	report	7	27
1940	require	0	116
1940	rest	0	18
1940	result	0	82
1940	retire	5	0
1940	return	2	83
1940	ride	9	0
1940	rise	1	64
1940	ruin	6	0
1940	run	42	83
1940	sail	2	0
1940	satisfy	0	19
1940	save	7	78
1940	say	114	191
1940	secure	0	4
1940	see	83	305
1940	seek	1	56
1940	seem	0	42
1940	sell	12	57
1940	send	37	87
1940	serve	2	100
1940	set	11	52
1940	settle	13	15
1940	share	0	17
1940	shoot	12	0
1940	show	18	164
1940	shut	2	0
1940	sing	9	13
1940	sit	13	43
1940	sound	1	0
1940	speak	14	63
1940	spend	14	46
1940	stand	9	92
1940	start	36	109
1940	stay	59	86
1940	steal	0	0
1940	step	2	0
1940	stick	13	0
1940	stop	23	60
1940	strike	8	27
1940	study	3	0
1940	succeed	4	23
1940	sue	6	0
1940	suffer	1	52
1940	suffice	0	18
1940	suggest	3	0
1940	supply	0	33
1940	support	3	30
1940	surprise	2	0
1940	survive	1	13
1940	take	185	688
1940	talk	32	35
1940	teach	16	37
1940	tear	3	0
1940	tell	107	269
1940	tend	0	51
1940	think	5	67
1940	throw	13	26
1940	travel	1	0
1940	treat	5	0
1940	trust	1	0
1940	try	68	112
1940	turn	32	110
1940	understand	0	72
1940	use	27	79
1940	visit	7	13
1940	vote	17	47
1940	wait	13	38
1940	wake	2	0
1940	walk	20	21
1940	want	4	118
1940	wash	4	0
1940	waste	2	0
1940	watch	7	11
1940	wear	11	35
1940	win	35	58
1940	work	4	114
1940	write	39	44
1940	yield	0	29
1950	accept	1	76
1950	act	4	45
1950	add	2	53
1950	admit	0	33
1950	affect	0	34
1950	afford	0	8
1950	agree	0	62
1950	allow	3	54
1950	answer	7	26
1950	appear	0	75
1950	apply	0	28
1950	arise	0	14
1950	arrest	0	0
1950	arrive	0	37
1950	ask	68	106
1950	attack	6	0
1950	attempt	0	25
1950	attend	0	32
1950	be	1198	11231
1950	bear	0	49
1950	beat	11	0
1950	become	17	231
1950	begin	6	129
1950	believe	3	16
1950	benefit	0	33
1950	blow	6	0
1950	break	15	55
1950	bring	27	202
1950	build	16	48
1950	burn	8	14
1950	bury	4	0
1950	buy	35	63
1950	call	46	74
1950	carry	10	88
1950	catch	3	0
1950	cause	3	58
1950	cease	0	27
1950	change	13	49
1950	check	0	0
1950	choose	0	30
1950	clean	3	0
1950	clear	6	0
1950	climb	1	0
1950	close	4	12
1950	come	40	581
1950	consider	0	51
1950	contain	0	19
1950	continue	14	376
1950	cook	2	0
1950	cost	10	105
1950	cover	0	32
1950	create	0	20
1950	cross	7	0
1950	cry	23	0
1950	cut	15	45
1950	dance	3	0
1950	decide	0	61
1950	deliver	0	26
1950	demand	0	22
1950	depend	0	103
1950	destroy	2	35
1950	determine	0	40
1950	develop	0	29
1950	die	69	108
1950	disappear	0	13
1950	discover	0	25
1950	do	311	549
1950	draw	5	19
1950	drink	3	0
1950	drive	11	33
1950	drop	12	28
1950	eat	19	26
1950	enable	0	64
1950	end	6	50
1950	enjoy	2	31
1950	enter	0	33
1950	excuse	0	30
1950	explain	4	24
1950	explode	1	0
1950	face	0	28
1950	fail	3	30
1950	faint	9	0
1950	fall	20	63
1950	feed	3	0
1950	feel	10	40
1950	fight	23	83
1950	fill	0	19
1950	find	47	416
1950	finish	10	0
1950	fire	4	0
1950	fix	7	0
1950	fly	14	52
1950	follow	6	101
1950	force	2	20
1950	forget	6	23
1950	forgive	0	33
1950	form	0	18
1950	furnish	0	10
1950	gain	0	27
1950	get	269	427
1950	give	90	434
1950	go	55	727
1950	grow	6	78
1950	handle	8	0
1950	hang	8	0
1950	happen	161	148
1950	hate	5	0
1950	have	434	2144
1950	hear	11	60
1950	help	34	239
1950	hire	1	0
1950	hit	17	0
1950	hold	15	114
1950	hunt	1	0
1950	hurt	19	0
1950	improve	0	14
1950	include	0	75
1950	increase	0	79
1950	insist	5	0
1950	introduce	4	0
1950	join	8	43
1950	jump	12	0
1950	keep	32	170
1950	kick	3	0
1950	kill	48	84
1950	kiss	5	0
1950	knock	6	0
1950	know	5	166
1950	land	5	0
1950	last	5	47
1950	lay	8	13
1950	lead	4	70
1950	learn	3	50
1950	leave	42	126
1950	let	53	75
1950	lie	5	26
1950	like	20	29
1950	listen	5	28
1950	live	39	76
1950	look	25	120
1950	lose	26	67
1950	love	4	28
1950	make	147	600
1950	marry	75	26
1950	mean	5	87
1950	meet	15	186
1950	miss	10	17
1950	move	6	76
1950	murder	0	0
1950	need	42	146
1950	occur	0	32
1950	offer	6	52
1950	open	9	75
1950	paint	2	0
1950	pardon	0	13
1950	pass	6	67
1950	pay	25	149
1950	perceive	0	8
1950	permit	0	72
1950	pick	8	0
1950	place	0	14
1950	play	16	57
1950	please	0	13
1950	present	2	37
1950	prevent	0	25
1950	proceed	0	22
1950	produce	0	69
1950	propose	5	0
1950	protect	2	21
1950	prove	4	58
1950	provide	0	118
1950	pull	7	0
1950	put	65	123
1950	quit	17	0
1950	rain	3	0
1950	raise	6	41
1950	reach	0	46
1950	read	8	46
1950	receive	1	102
1950	recognize	0	25
1950	reduce	0	39
1950	remain	7	167
1950	remember	7	73
1950	render	0	6
1950	report	3	42
1950	require	0	103
1950	rest	0	13
1950	result	0	70
1950	retire	8	0
1950	return	1	94
1950	ride	5	0
1950	rise	2	55
1950	ruin	2	0
1950	run	36	93
1950	sail	3	0
1950	satisfy	0	13
1950	save	5	51
1950	say	105	150
1950	secure	0	2
1950	see	97	318
1950	seek	2	64
1950	seem	0	38
1950	sell	11	43
1950	send	23	93
1950	serve	3	106
1950	set	18	62
1950	settle	5	23
1950	share	0	28
1950	shoot	17	0
1950	show	20	158
1950	shut	3	0
1950	sing	5	20
1950	sit	19	41
1950	sound	7	0
1950	speak	12	63
1950	spend	24	59
1950	stand	20	103
1950	start	33	120
1950	stay	59	88
1950	steal	4	0
1950	step	4	0
1950	stick	9	0
1950	stop	29	67
1950	strike	5	19
1950	study	10	0
1950	succeed	2	32
1950	sue	5	0
1950	suffer	4	35
1950	suffice	0	14
1950	suggest	6	0
1950	supply	0	18
1950	support	5	50
1950	surprise	4	0
1950	survive	3	21
1950	take	185	697
1950	talk	25	57
1950	teach	13	35
1950	tear	3	0
1950	tell	78	265
1950	tend	0	37
1950	think	10	42
1950	throw	13	27
1950	travel	0	0
1950	treat	7	0
1950	trust	2	0
1950	try	74	144
1950	turn	27	131
1950	understand	0	50
1950	use	29	91
1950	visit	5	34
1950	vote	6	50
1950	wait	9	45
1950	wake	3	0
1950	walk	13	34
1950	want	9	100
1950	wash	3	0
1950	waste	4	0
1950	watch	6	15
1950	wear	11	27
1950	win	42	76
1950	work	6	138
1950	write	24	46
1950	yield	0	20
1960	accept	8	72
1960	act	9	42
1960	add	5	46
1960	admit	0	32
1960	affect	0	54
1960	afford	0	4
1960	agree	0	45
1960	allow	3	61
1960	answer	5	28
1960	appear	0	87
1960	apply	0	19
1960	arise	0	16
1960	arrest	1	0
1960	arrive	0	37
1960	ask	67	79
1960	attack	4	0
1960	attempt	0	40
1960	attend	0	23
1960	be	1165	10653
1960	bear	0	34
1960	beat	9	0
1960	become	29	282
1960	begin	10	137
1960	believe	3	20
1960	benefit	0	32
1960	blow	11	0
1960	break	15	37
1960	bring	15	170
1960	build	24	47
1960	burn	2	22
1960	bury	4	0
1960	buy	27	40
1960	call	49	85
1960	carry	6	102
1960	catch	10	0
1960	cause	8	67
1960	cease	0	27
1960	change	29	79
1960	check	4	0
1960	choose	0	24
1960	clean	5	0
1960	clear	4	0
1960	climb	1	0
1960	close	4	21
1960	come	63	550
1960	consider	0	47
1960	contain	0	26
1960	continue	6	414
1960	cook	3	0
1960	cost	20	116
1960	cover	0	27
1960	create	0	22
1960	cross	5	0
1960	cry	15	0
1960	cut	9	39
1960	dance	3	0
1960	decide	0	57
1960	deliver	0	18
1960	demand	0	30
1960	depend	0	102
1960	destroy	8	41
1960	determine	0	51
1960	develop	0	35
1960	die	81	92
1960	disappear	0	24
1960	discover	0	16
1960	do	310	576
1960	draw	3	17
1960	drink	8	0
1960	drive	9	32
1960	drop	8	39
1960	eat	10	41
1960	enable	0	78
1960	end	15	61
1960	enjoy	8	25
1960	enter	3	35
1960	excuse	0	25
1960	explain	5	27
1960	explode	3	0
1960	face	0	45
1960	fail	3	24
1960	faint	11	0
1960	fall	15	96
1960	feed	2	0
1960	feel	10	68
1960	fight	18	36
1960	fill	0	13
1960	find	55	331
1960	finish	5	0
1960	fire	2	0
1960	fix	7	0
1960	fly	4	58
1960	follow	6	91
1960	force	4	26
1960	forget	3	17
1960	forgive	0	19
1960	form	0	24
1960	furnish	0	9
1960	gain	0	22
1960	get	280	429
1960	give	107	379
1960	go	93	565
1960	grow	6	64
1960	handle	3	0
1960	hang	14	0
1960	happen	134	184
1960	hate	4	0
1960	have	488	2020
1960	hear	7	49
1960	help	40	254
1960	hire	7	0
1960	hit	27	0
1960	hold	13	97
1960	hunt	0	0
1960	hurt	15	0
1960	improve	0	25
1960	include	0	65
1960	increase	0	88
1960	insist	2	0
1960	introduce	3	0
1960	join	6	50
1960	jump	8	0
1960	keep	33	158
1960	kick	5	0
1960	kill	62	49
1960	kiss	2	0
1960	knock	7	0
1960	know	8	118
1960	land	9	0
1960	last	7	50
1960	lay	3	15
1960	lead	7	101
1960	learn	11	40
1960	leave	42	123
1960	let	25	56
1960	lie	7	23
1960	like	15	29
1960	listen	6	34
1960	live	35	73
1960	look	37	76
1960	lose	14	86
1960	love	7	20
1960	make	181	606
1960	marry	66	16
1960	mean	2	65
1960	meet	17	137
1960	miss	22	25
1960	move	15	100
1960	murder	1	0
1960	need	39	140
1960	occur	0	47
1960	offer	4	45
1960	open	6	61
1960	paint	2	0
1960	pardon	0	7
1960	pass	14	66
1960	pay	26	135
1960	perceive	0	6
1960	permit	0	77
1960	pick	6	0
1960	place	0	20
1960	play	21	50
1960	please	0	11
1960	present	1	35
1960	prevent	0	23
1960	proceed	0	21
1960	produce	0	103
1960	propose	4	0
1960	protect	5	23
1960	prove	0	64
1960	provide	0	127
1960	pull	11	0
1960	put	56	95
1960	quit	4	0
1960	rain	13	0
1960	raise	9	27
1960	reach	0	62
1960	read	16	29
1960	receive	2	111
1960	recognize	0	31
1960	reduce	0	36
1960	remain	3	216
1960	remember	4	61
1960	render	0	4
1960	report	6	22
1960	require	0	96
1960	rest	0	14
1960	result	0	69
1960	retire	2	0
1960	return	3	91
1960	ride	2	0
1960	rise	4	105
1960	ruin	3	0
1960	run	27	102
1960	sail	0	0
1960	satisfy	0	16
1960	save	13	61
1960	say	122	181
1960	secure	0	1
1960	see	71	270
1960	seek	1	68
1960	seem	0	30
1960	sell	6	48
1960	send	24	82
1960	serve	5	92
1960	set	12	39
1960	settle	5	22
1960	share	0	22
1960	shoot	14	0
1960	show	25	157
1960	shut	4	0
1960	sing	2	17
1960	sit	14	29
1960	sound	6	0
1960	speak	6	47
1960	spend	27	67
1960	stand	14	71
1960	start	40	110
1960	stay	63	97
1960	steal	5	0
1960	step	3	0
1960	stick	8	0
1960	stop	15	53
1960	strike	9	24
1960	study	5	0
1960	succeed	4	49
1960	sue	3	0
1960	suffer	2	47
1960	suffice	0	24
1960	suggest	12	0
1960	supply	0	21
1960	support	5	49
1960	surprise	2	0
1960	survive	6	40
1960	take	170	661
1960	talk	23	55
1960	teach	20	30
1960	tear	6	0
1960	tell	115	244
1960	tend	0	68
1960	think	10	51
1960	throw	19	21
1960	travel	2	0
1960	treat	2	0
1960	trust	2	0
1960	try	63	152
1960	turn	35	114
1960	understand	0	52
1960	use	11	86
1960	visit	13	23
1960	vote	14	53
1960	wait	13	40
1960	wake	6	0
1960	walk	18	15
1960	want	10	92
1960	wash	6	0
1960	waste	5	0
1960	watch	7	10
1960	wear	8	17
1960	win	35	68
1960	work	6	123
1960	write	25	32
1960	yield	0	30
1970	accept	2	61
1970	act	3	35
1970	add	3	64
1970	admit	0	27
1970	affect	0	43
1970	afford	0	4
1970	agree	0	42
1970	allow	3	91
1970	answer	3	23
1970	appear	0	52
1970	apply	0	21
1970	arise	0	13
1970	arrest	7	0
1970	arrive	0	28
1970	ask	52	83
1970	attack	2	0
1970	attempt	0	27
1970	attend	0	26
1970	be	1204	9866
1970	bear	0	32
1970	beat	7	0
1970	become	23	233
1970	begin	4	183
1970	believe	3	27
1970	benefit	0	40
1970	blow	17	0
1970	break	24	43
1970	bring	20	182
1970	build	15	26
1970	burn	7	17
1970	bury	3	0
1970	buy	30	51
1970	call	62	81
1970	carry	8	55
1970	catch	10	0
