decade	coll	BE going to	will
1860	force	0	18
1860	forget	0	25
1860	forgive	0	38
1860	form	0	24
1860	furnish	0	31
1860	gain	0	27
1860	get	33	191
1860	give	29	531
1860	go	1	556
1860	grow	0	62
1860	handle	0	0
1860	hang	0	0
1860	happen	11	36
1860	hate	1	0
1860	have	78	1027
1860	hear	0	68
1860	help	10	96
1860	hire	1	0
1860	hit	1	0
1860	hold	0	72
1860	hunt	3	0
1860	hurt	0	0
1860	improve	0	8
1860	include	0	5
1860	increase	0	28
1860	insist	0	0
1860	introduce	2	0
1860	join	6	36
1860	jump	3	0
1860	keep	11	152
1860	kick	1	0
1860	kill	3	50
1860	kiss	0	0
1860	knock	0	0
1860	know	0	118
1860	land	1	0
1860	last	1	44
1860	lay	4	25
1860	lead	0	66
1860	learn	0	39
1860	leave	25	132
1860	let	8	113
1860	lie	5	24
1860	like	0	51
1860	listen	0	24
1860	live	14	72
1860	look	15	89
1860	lose	5	45
1860	love	0	41
1860	make	42	533
1860	marry	20	29
1860	mean	0	3
1860	meet	8	82
1860	miss	0	11
1860	move	2	22
1860	murder	1	0
1860	need	0	50
1860	occur	0	17
1860	offer	1	19
1860	open	3	27
1860	paint	1	0
1860	pardon	0	39
1860	pass	4	77
1860	pay	5	94
1860	perceive	0	32
1860	permit	0	70
1860	pick	0	0
1860	place	0	20
1860	play	6	24
1860	please	0	18
1860	present	2	14
1860	prevent	0	42
1860	proceed	0	23
1860	produce	0	41
1860	propose	2	0
1860	protect	2	19
1860	prove	2	127
1860	provide	0	19
1860	pull	1	0
1860	put	14	95
1860	quit	3	0
1860	rain	4	0
1860	raise	1	28
1860	reach	0	25
1860	read	2	60
1860	receive	2	95
1860	recognize	0	30
1860	reduce	0	6
1860	remain	1	115
1860	remember	0	87
1860	render	0	34
1860	report	0	7
1860	require	0	62
1860	rest	0	21
1860	result	0	15
1860	retire	0	0
1860	return	2	88
1860	ride	6	0
1860	rise	1	54
1860	ruin	7	0
1860	run	5	46
1860	sail	2	0
1860	satisfy	0	26
1860	save	0	65
1860	say	42	195
1860	secure	0	39
1860	see	22	416
1860	seek	4	27
1860	seem	0	45
1860	sell	5	18
1860	send	13	137
1860	serve	0	71
1860	set	7	51
1860	settle	2	27
1860	share	0	16
1860	shoot	1	0
1860	show	6	216
1860	shut	1	0
1860	sing	3	18
1860	sit	2	25
1860	sound	0	0
1860	speak	9	83
1860	spend	4	9
1860	stand	3	86
1860	start	3	19
1860	stay	13	51
1860	steal	0	0
1860	step	1	0
1860	stick	0	0
1860	stop	7	31
1860	strike	2	19
1860	study	2	0
1860	succeed	0	33
1860	sue	0	0
1860	suffer	0	20
1860	suffice	0	35
1860	suggest	2	0
1860	supply	0	12
1860	support	1	17
1860	surprise	2	0
1860	survive	0	13
1860	take	39	594
1860	talk	7	59
1860	teach	6	37
1860	tear	0	0
1860	tell	24	323
1860	tend	0	29
1860	think	1	106
1860	throw	3	30
1860	travel	1	0
1860	treat	2	0
1860	trust	0	0
1860	try	22	154
1860	turn	4	72
1860	understand	0	75
1860	use	4	35
1860	visit	2	18
1860	vote	1	19
1860	wait	5	57
1860	wake	0	0
1860	walk	5	20
1860	want	0	46
1860	wash	0	0
1860	waste	1	0
1860	watch	0	24
1860	wear	4	30
1860	win	1	18
1860	work	0	47
1860	write	6	74
1860	yield	0	47
1870	accept	1	63
1870	act	1	39
1870	add	2	50
1870	admit	0	62
1870	affect	0	14
1870	afford	0	31
1870	agree	0	41
1870	allow	1	109
1870	answer	0	93
1870	appear	0	84
1870	apply	0	11
1870	arise	0	14
1870	arrest	0	0
1870	arrive	0	14
1870	ask	29	61
1870	attack	2	0
1870	attempt	0	14
1870	attend	0	41
1870	be	226	8405
1870	bear	0	84
1870	beat	2	0
1870	become	5	194
1870	begin	4	59
1870	believe	1	66
1870	benefit	0	7
1870	blow	1	0
1870	break	2	34
1870	bring	9	229
1870	build	6	15
1870	burn	1	20
1870	bury	3	0
1870	buy	5	39
1870	call	8	137
1870	carry	9	74
1870	catch	3	0
1870	cause	0	47
1870	cease	0	45
1870	change	2	51
1870	check	0	0
1870	choose	0	11
1870	clean	0	0
1870	clear	1	0
1870	climb	0	0
1870	close	1	13
1870	come	8	638
1870	consider	0	31
1870	contain	0	12
1870	continue	0	107
1870	cook	1	0
1870	cost	0	32
1870	cover	0	19
1870	create	0	13
1870	cross	2	0
1870	cry	0	0
1870	cut	3	20
1870	dance	1	0
1870	decide	0	23
1870	deliver	0	19
1870	demand	0	12
1870	depend	0	28
1870	destroy	1	17
1870	determine	0	13
1870	develop	0	7
1870	die	27	97
1870	disappear	0	20
1870	discover	0	20
1870	do	73	871
1870	draw	0	31
1870	drink	0	0
1870	drive	8	47
1870	drop	6	14
1870	eat	6	27
1870	enable	0	73
1870	end	2	48
1870	enjoy	1	29
1870	enter	1	30
1870	excuse	0	58
1870	explain	0	73
1870	explode	0	0
1870	face	0	8
1870	fail	2	36
1870	faint	10	0
1870	fall	1	71
1870	feed	0	0
1870	feel	1	83
1870	fight	8	38
1870	fill	0	22
1870	find	11	688
1870	finish	1	0
1870	fire	1	0
1870	fix	0	0
1870	fly	4	12
1870	follow	2	125
1870	force	0	14
1870	forget	0	38
1870	forgive	0	60
1870	form	0	28
1870	furnish	0	37
1870	gain	0	22
1870	get	43	228
1870	give	47	580
1870	go	2	830
1870	grow	1	54
1870	handle	0	0
1870	hang	1	0
1870	happen	27	41
1870	hate	0	0
1870	have	107	1205
1870	hear	2	84
1870	help	8	136
1870	hire	0	0
1870	hit	1	0
1870	hold	1	91
1870	hunt	0	0
1870	hurt	1	0
1870	improve	0	7
1870	include	0	6
1870	increase	0	21
1870	insist	0	0
1870	introduce	2	0
1870	join	6	32
1870	jump	0	0
1870	keep	12	197
1870	kick	1	0
1870	kill	8	65
1870	kiss	0	0
1870	knock	3	0
1870	know	0	128
1870	land	1	0
1870	last	0	36
1870	lay	2	18
1870	lead	2	74
1870	learn	2	54
1870	leave	28	165
1870	let	15	162
1870	lie	1	34
1870	like	2	74
1870	listen	1	37
1870	live	15	64
1870	look	7	107
1870	lose	9	48
1870	love	1	55
1870	make	64	603
1870	marry	36	52
1870	mean	0	3
1870	meet	4	100
1870	miss	0	18
1870	move	0	19
1870	murder	1	0
1870	need	0	63
1870	occur	0	15
1870	offer	3	15
1870	open	2	32
1870	paint	0	0
1870	pardon	0	45
1870	pass	6	73
1870	pay	8	124
1870	perceive	0	21
1870	permit	0	69
1870	pick	1	0
1870	place	0	25
1870	play	2	22
1870	please	0	33
1870	present	2	19
1870	prevent	0	57
1870	proceed	0	21
1870	produce	0	52
1870	propose	5	0
1870	protect	0	24
1870	prove	4	133
1870	provide	0	25
1870	pull	2	0
1870	put	18	102
1870	quit	5	0
1870	rain	5	0
1870	raise	0	27
1870	reach	0	38
1870	read	4	51
1870	receive	3	71
1870	recognize	0	22
1870	reduce	0	5
1870	remain	4	126
1870	remember	0	81
1870	render	0	27
1870	report	0	10
1870	require	0	53
1870	rest	0	25
1870	result	0	33
1870	retire	0	0
1870	return	3	99
1870	ride	4	0
1870	rise	2	52
1870	ruin	4	0
1870	run	2	55
1870	sail	2	0
1870	satisfy	0	19
1870	save	2	79
1870	say	51	239
1870	secure	0	33
1870	see	21	482
1870	seek	5	34
1870	seem	0	47
1870	sell	1	28
1870	send	14	128
1870	serve	2	72
1870	set	3	67
1870	settle	4	23
1870	share	0	15
1870	shoot	0	0
1870	show	5	245
1870	shut	0	0
1870	sing	3	22
1870	sit	5	44
1870	sound	0	0
1870	speak	12	72
1870	spend	5	17
1870	stand	9	83
1870	start	8	28
1870	stay	21	115
1870	steal	0	0
1870	step	0	0
1870	stick	1	0
1870	stop	6	43
1870	strike	3	33
1870	study	3	0
1870	succeed	0	25
1870	sue	0	0
1870	suffer	0	31
1870	suffice	0	47
1870	suggest	2	0
1870	supply	0	20
1870	support	0	22
1870	surprise	4	0
1870	survive	0	8
1870	take	65	663
1870	talk	11	60
1870	teach	4	42
1870	tear	0	0
1870	tell	26	378
1870	tend	0	36
1870	think	0	120
1870	throw	1	22
1870	travel	2	0
1870	treat	1	0
1870	trust	1	0
1870	try	29	204
1870	turn	10	77
1870	understand	0	72
1870	use	2	38
1870	visit	5	14
1870	vote	1	13
1870	wait	4	80
1870	wake	2	0
1870	walk	5	36
1870	want	0	53
1870	wash	0	0
1870	waste	1	0
1870	watch	0	25
1870	wear	4	33
1870	win	3	21
1870	work	0	70
1870	write	9	78
1870	yield	0	23
1880	accept	4	64
1880	act	1	36
1880	add	3	47
1880	admit	0	71
1880	affect	0	14
1880	afford	0	32
1880	agree	0	44
1880	allow	1	71
1880	answer	6	90
1880	appear	0	80
1880	apply	0	11
1880	arise	0	26
1880	arrest	4	0
1880	arrive	0	11
1880	ask	38	88
1880	attack	1	0
1880	attempt	0	13
1880	attend	0	47
1880	be	240	9609
1880	bear	0	91
1880	beat	1	0
1880	become	4	205
1880	begin	6	91
1880	believe	0	40
1880	benefit	0	10
1880	blow	0	0
1880	break	4	86
1880	bring	9	249
1880	build	8	19
1880	burn	2	27
1880	bury	2	0
1880	buy	5	56
1880	call	7	143
1880	carry	5	85
1880	catch	5	0
1880	cause	0	52
1880	cease	0	55
1880	change	6	35
1880	check	0	0
1880	choose	0	25
1880	clean	1	0
1880	clear	2	0
1880	climb	1	0
1880	close	1	25
1880	come	5	783
1880	consider	0	53
1880	contain	0	10
1880	continue	1	141
1880	cook	0	0
1880	cost	1	54
1880	cover	0	21
1880	create	0	13
1880	cross	0	0
1880	cry	4	0
1880	cut	3	28
1880	dance	2	0
1880	decide	0	26
1880	deliver	0	11
1880	demand	0	22
1880	depend	0	58
1880	destroy	1	21
1880	determine	0	15
1880	develop	0	9
1880	die	39	93
1880	disappear	0	20
1880	discover	0	20
1880	do	107	967
1880	draw	2	27
1880	drink	1	0
1880	drive	9	44
1880	drop	3	32
1880	eat	5	18
1880	enable	0	73
1880	end	0	50
1880	enjoy	2	24
1880	enter	4	27
1880	excuse	0	69
1880	explain	3	75
1880	explode	3	0
1880	face	0	4
1880	fail	1	32
1880	faint	8	0
1880	fall	6	80
1880	feed	0	0
1880	feel	1	82
1880	fight	3	40
1880	fill	0	23
1880	find	11	713
1880	finish	1	0
1880	fire	0	0
1880	fix	2	0
1880	fly	2	25
1880	follow	1	123
1880	force	0	17
1880	forget	1	44
1880	forgive	0	71
1880	form	0	17
1880	furnish	0	39
1880	gain	0	22
1880	get	58	329
1880	give	57	688
1880	go	2	865
1880	grow	1	99
1880	handle	0	0
1880	hang	7	0
1880	happen	31	44
1880	hate	0	0
1880	have	140	1465
1880	hear	4	68
1880	help	14	170
1880	hire	3	0
1880	hit	1	0
1880	hold	4	100
1880	hunt	5	0
1880	hurt	0	0
1880	improve	0	8
1880	include	0	14
1880	increase	0	32
1880	insist	1	0
1880	introduce	2	0
1880	join	2	42
1880	jump	1	0
1880	keep	17	256
1880	kick	4	0
1880	kill	5	92
1880	kiss	1	0
1880	knock	1	0
1880	know	2	151
1880	land	2	0
1880	last	2	54
1880	lay	2	32
1880	lead	4	75
1880	learn	1	67
1880	leave	39	169
1880	let	19	170
1880	lie	1	28
1880	like	1	61
1880	listen	0	40
1880	live	9	76
1880	look	14	151
1880	lose	7	68
1880	love	1	56
1880	make	77	763
1880	marry	35	58
1880	mean	0	12
1880	meet	12	115
1880	miss	1	22
1880	move	4	18
1880	murder	0	0
1880	need	2	75
1880	occur	0	24
1880	offer	1	19
1880	open	7	48
1880	paint	3	0
1880	pardon	0	53
1880	pass	3	96
1880	pay	9	113
1880	perceive	0	14
1880	permit	0	72
1880	pick	3	0
1880	place	0	12
1880	play	15	23
1880	please	0	53
1880	present	0	21
1880	prevent	0	33
1880	proceed	0	23
1880	produce	0	42
1880	propose	10	0
1880	protect	1	26
1880	prove	3	107
1880	provide	0	26
1880	pull	1	0
1880	put	22	117
1880	quit	1	0
1880	rain	4	0
1880	raise	0	16
1880	reach	0	57
1880	read	8	60
1880	receive	2	95
1880	recognize	0	31
1880	reduce	0	5
1880	remain	0	136
1880	remember	0	106
1880	render	0	32
1880	report	0	16
1880	require	0	64
1880	rest	0	37
1880	result	0	29
1880	retire	0	0
1880	return	2	104
1880	ride	10	0
1880	rise	1	47
1880	ruin	1	0
1880	run	14	62
1880	sail	6	0
1880	satisfy	0	29
1880	save	2	93
1880	say	79	291
1880	secure	0	45
1880	see	36	542
1880	seek	0	43
1880	seem	0	66
1880	sell	5	35
1880	send	18	146
1880	serve	1	84
1880	set	5	66
1880	settle	6	41
1880	share	0	16
1880	shoot	12	0
1880	show	9	280
1880	shut	2	0
1880	sing	4	22
1880	sit	7	42
1880	sound	0	0
1880	speak	10	107
1880	spend	6	28
1880	stand	3	123
1880	start	6	33
1880	stay	22	93
1880	steal	2	0
1880	step	2	0
1880	stick	3	0
1880	stop	7	46
1880	strike	3	27
1880	study	0	0
1880	succeed	2	40
1880	sue	0	0
1880	suffer	1	45
1880	suffice	0	47
1880	suggest	1	0
1880	supply	0	18
1880	support	0	20
1880	surprise	1	0
1880	survive	0	11
1880	take	95	778
1880	talk	7	60
1880	teach	6	35
1880	tear	0	0
1880	tell	36	491
1880	tend	0	34
1880	think	0	124
1880	throw	7	33
1880	travel	1	0
1880	treat	3	0
1880	trust	4	0
1880	try	29	219
1880	turn	11	73
1880	understand	0	87
1880	use	2	45
1880	visit	2	9
1880	vote	2	34
1880	wait	2	62
1880	wake	2	0
1880	walk	9	45
1880	want	0	72
1880	wash	2	0
1880	waste	4	0
1880	watch	1	22
1880	wear	9	26
1880	win	3	37
1880	work	0	58
1880	write	14	74
1880	yield	0	43
1890	accept	1	65
1890	act	4	37
1890	add	2	48
1890	admit	0	63
1890	affect	0	13
1890	afford	0	26
1890	agree	0	47
1890	allow	2	92
1890	answer	2	81
1890	appear	0	66
1890	apply	0	21
1890	arise	0	24
1890	arrest	0	0
1890	arrive	0	23
1890	ask	29	87
1890	attack	3	0
1890	attempt	0	10
1890	attend	0	25
1890	be	292	9423
1890	bear	0	70
1890	beat	4	0
1890	become	7	191
1890	begin	13	83
1890	believe	1	58
1890	benefit	0	6
1890	blow	4	0
1890	break	5	53
1890	bring	10	250
1890	build	3	11
1890	burn	3	17
1890	bury	1	0
1890	buy	8	31
1890	call	8	116
1890	carry	4	105
1890	catch	4	0
1890	cause	0	53
1890	cease	0	36
1890	change	6	37
1890	check	0	0
1890	choose	0	21
1890	clean	0	0
1890	clear	0	0
1890	climb	2	0
1890	close	1	19
1890	come	10	695
1890	consider	0	49
1890	contain	0	19
1890	continue	1	139
1890	cook	0	0
1890	cost	2	41
1890	cover	0	14
1890	create	0	11
1890	cross	0	0
1890	cry	6	0
1890	cut	2	17
1890	dance	4	0
1890	decide	0	27
1890	deliver	0	19
1890	demand	0	23
1890	depend	0	52
1890	destroy	3	19
1890	determine	0	16
1890	develop	0	17
1890	die	26	67
1890	disappear	0	21
1890	discover	0	28
1890	do	144	878
1890	draw	0	21
1890	drink	0	0
1890	drive	8	39
1890	drop	1	22
1890	eat	5	26
1890	enable	0	93
1890	end	2	44
1890	enjoy	4	34
1890	enter	2	25
1890	excuse	0	67
1890	explain	1	65
1890	explode	0	0
1890	face	0	4
1890	fail	1	29
1890	faint	3	0
1890	fall	3	56
1890	feed	3	0
1890	feel	0	70
1890	fight	4	47
1890	fill	0	33
1890	find	11	648
1890	finish	2	0
1890	fire	2	0
1890	fix	1	0
1890	fly	3	17
1890	follow	1	136
1890	force	0	12
1890	forget	2	40
1890	forgive	0	45
1890	form	0	29
1890	furnish	0	38
1890	gain	0	24
1890	get	63	293
1890	give	53	622
1890	go	2	834
1890	grow	3	61
1890	handle	0	0
1890	hang	0	0
1890	happen	23	57
1890	hate	0	0
1890	have	102	1487
1890	hear	3	70
1890	help	14	169
1890	hire	1	0
1890	hit	1	0
1890	hold	3	93
1890	hunt	1	0
1890	hurt	0	0
1890	improve	0	11
1890	include	0	13
1890	increase	0	37
1890	insist	1	0
1890	introduce	0	0
1890	join	2	46
1890	jump	7	0
1890	keep	16	177
1890	kick	0	0
1890	kill	13	75
1890	kiss	0	0
1890	knock	2	0
1890	know	7	141
1890	land	4	0
1890	last	3	36
1890	lay	5	20
1890	lead	6	73
1890	learn	1	53
1890	leave	31	152
1890	let	20	167
1890	lie	6	36
1890	like	4	48
1890	listen	0	38
1890	live	16	84
1890	look	18	108
1890	lose	9	56
1890	love	0	38
1890	make	77	727
1890	marry	51	32
1890	mean	0	33
1890	meet	8	109
1890	miss	2	23
1890	move	2	29
1890	murder	1	0
1890	need	2	79
1890	occur	0	19
1890	offer	4	14
1890	open	5	52
1890	paint	2	0
1890	pardon	0	55
1890	pass	3	80
1890	pay	13	130
1890	perceive	0	18
1890	permit	0	76
1890	pick	0	0
1890	place	0	18
1890	play	10	27
1890	please	0	27
1890	present	1	31
1890	prevent	0	46
1890	proceed	0	36
1890	produce	0	50
1890	propose	4	0
1890	protect	1	23
1890	prove	2	106
1890	provide	0	25
1890	pull	1	0
1890	put	36	117
1890	quit	0	0
1890	rain	4	0
1890	raise	6	32
1890	reach	0	56
1890	read	9	59
1890	receive	0	79
1890	recognize	0	41
1890	reduce	0	5
1890	remain	0	156
1890	remember	0	99
1890	render	0	27
1890	report	0	18
1890	require	0	41
1890	rest	0	27
1890	result	0	35
1890	retire	1	0
1890	return	1	109
1890	ride	1	0
1890	rise	2	41
1890	ruin	2	0
1890	run	18	75
1890	sail	4	0
1890	satisfy	0	23
1890	save	6	65
1890	say	77	258
1890	secure	0	29
1890	see	31	474
1890	seek	8	35
1890	seem	0	66
1890	sell	4	25
1890	send	22	137
1890	serve	2	99
1890	set	4	43
1890	settle	5	32
1890	share	0	15
1890	shoot	3	0
1890	show	14	238
1890	shut	1	0
1890	sing	5	32
1890	sit	6	50
1890	sound	0	0
1890	speak	12	88
1890	spend	17	19
1890	stand	8	121
1890	start	7	37
1890	stay	28	82
1890	steal	0	0
1890	step	0	0
1890	stick	3	0
1890	stop	12	35
1890	strike	1	20
1890	study	5	0
1890	succeed	2	35
1890	sue	1	0
1890	suffer	4	41
1890	suffice	0	28
1890	suggest	1	0
1890	supply	0	16
1890	support	0	34
1890	surprise	1	0
1890	survive	0	8
1890	take	88	739
1890	talk	7	57
1890	teach	4	48
1890	tear	0	0
1890	tell	59	450
1890	tend	0	36
1890	think	2	112
1890	throw	6	31
1890	travel	2	0
1890	treat	1	0
1890	trust	2	0
1890	try	40	184
1890	turn	12	84
1890	understand	0	88
1890	use	3	48
1890	visit	6	22
1890	vote	8	57
1890	wait	2	70
1890	wake	0	0
1890	walk	5	19
1890	want	0	48
1890	wash	1	0
1890	waste	1	0
1890	watch	1	22
1890	wear	8	30
1890	win	7	30
1890	work	2	79
1890	write	13	67
1890	yield	0	37
1900	accept	6	74
1900	act	5	35
1900	add	3	52
1900	admit	0	54
1900	affect	0	24
1900	afford	0	29
1900	agree	0	63
1900	allow	4	83
1900	answer	1	84
1900	appear	0	97
1900	apply	0	17
1900	arise	0	36
1900	arrest	9	0
1900	arrive	0	21
1900	ask	66	90
1900	attack	3	0
1900	attempt	0	14
1900	attend	0	47
1900	be	442	10518
1900	bear	0	91
1900	beat	2	0
1900	become	8	183
1900	begin	15	116
1900	believe	3	62
1900	benefit	0	11
1900	blow	1	0
1900	break	5	71
1900	bring	18	272
1900	build	9	16
1900	burn	4	20
1900	bury	0	0
1900	buy	30	52
1900	call	17	118
1900	carry	7	100
1900	catch	4	0
1900	cause	0	61
1900	cease	0	40
1900	change	6	42
1900	check	0	0
1900	choose	0	17
1900	clean	2	0
1900	clear	5	0
1900	climb	5	0
1900	close	2	11
1900	come	9	784
1900	consider	0	40
1900	contain	0	23
1900	continue	3	140
1900	cook	1	0
1900	cost	6	52
1900	cover	0	26
1900	create	0	11
1900	cross	0	0
1900	cry	8	0
1900	cut	11	45
1900	dance	3	0
1900	decide	0	20
1900	deliver	0	10
1900	demand	0	21
1900	depend	0	80
1900	destroy	3	18
1900	determine	0	16
1900	develop	0	22
1900	die	28	71
1900	disappear	0	32
1900	discover	0	32
1900	do	217	938
1900	draw	3	35
1900	drink	0	0
1900	drive	10	42
1900	drop	7	23
1900	eat	11	33
1900	enable	0	67
1900	end	4	45
1900	enjoy	3	24
1900	enter	1	33
1900	excuse	0	49
1900	explain	1	60
1900	explode	0	0
1900	face	0	9
1900	fail	1	38
1900	faint	4	0
1900	fall	4	79
1900	feed	0	0
1900	feel	3	70
1900	fight	13	48
1900	fill	0	21
1900	find	30	699
1900	finish	1	0
1900	fire	5	0
1900	fix	3	0
1900	fly	0	9
1900	follow	4	139
1900	force	0	23
1900	forget	4	33
1900	forgive	0	47
1900	form	0	43
1900	furnish	0	46
1900	gain	0	22
1900	get	127	316
1900	give	89	648
1900	go	1	847
1900	grow	2	118
1900	handle	0	0
1900	hang	5	0
1900	happen	41	81
1900	hate	0	0
1900	have	188	1790
1900	hear	2	85
1900	help	36	207
1900	hire	2	0
1900	hit	2	0
1900	hold	6	102
1900	hunt	6	0
1900	hurt	2	0
1900	improve	0	12
1900	include	0	25
1900	increase	0	35
1900	insist	4	0
1900	introduce	6	0
1900	join	2	43
1900	jump	6	0
1900	keep	40	187
1900	kick	2	0
1900	kill	9	63
1900	kiss	0	0
1900	knock	1	0
1900	know	5	173
1900	land	2	0
1900	last	5	53
1900	lay	5	26
1900	lead	5	77
1900	learn	8	68
1900	leave	46	173
1900	let	27	159
1900	lie	3	29
1900	like	0	58
1900	listen	0	32
1900	live	36	95
1900	look	18	127
1900	lose	10	68
1900	love	4	46
1900	make	132	831
1900	marry	75	53
1900	mean	2	60
1900	meet	11	115
1900	miss	7	20
1900	move	18	20
1900	murder	2	0
1900	need	3	96
1900	occur	0	17
1900	offer	2	17
1900	open	4	51
1900	paint	1	0
1900	pardon	0	47
1900	pass	6	76
1900	pay	15	162
1900	perceive	0	17
1900	permit	0	79
1900	pick	1	0
1900	place	0	38
1900	play	27	53
1900	please	0	30
1900	present	4	23
1900	prevent	0	56
1900	proceed	0	18
1900	produce	0	65
1900	propose	1	0
1900	protect	6	20
1900	prove	10	138
1900	provide	0	47
1900	pull	5	0
1900	put	49	134
1900	quit	5	0
1900	rain	8	0
1900	raise	1	34
1900	reach	0	45
1900	read	6	53
1900	receive	2	91
1900	recognize	0	37
1900	reduce	0	17
1900	remain	4	135
1900	remember	0	98
1900	render	0	25
1900	report	3	17
1900	require	0	67
1900	rest	0	24
1900	result	0	45
1900	retire	1	0
1900	return	4	97
1900	ride	15	0
1900	rise	5	35
1900	ruin	3	0
1900	run	28	80
1900	sail	1	0
1900	satisfy	0	17
1900	save	17	81
1900	say	77	286
1900	secure	0	21
1900	see	60	498
1900	seek	3	40
1900	seem	0	55
1900	sell	13	37
1900	send	27	138
1900	serve	1	112
1900	set	3	60
1900	settle	4	28
1900	share	0	15
1900	shoot	6	0
1900	show	18	241
1900	shut	1	0
1900	sing	7	27
1900	sit	13	53
1900	sound	2	0
1900	speak	26	78
1900	spend	8	24
1900	stand	8	130
1900	start	18	45
1900	stay	68	106
1900	steal	3	0
1900	step	1	0
1900	stick	5	0
1900	stop	18	40
1900	strike	8	28
1900	study	6	0
1900	succeed	4	51
1900	sue	3	0
1900	suffer	4	38
1900	suffice	0	68
1900	suggest	0	0
1900	supply	0	31
1900	support	3	23
1900	surprise	2	0
1900	survive	0	11
1900	take	158	745
1900	talk	15	59
1900	teach	7	37
1900	tear	0	0
1900	tell	83	433
1900	tend	0	48
1900	think	0	145
1900	throw	13	30
1900	travel	2	0
1900	treat	2	0
1900	trust	3	0
1900	try	51	159
1900	turn	14	100
1900	understand	0	99
1900	use	9	27
1900	visit	12	15
1900	vote	13	34
1900	wait	10	103
1900	wake	1	0
1900	walk	6	26
1900	want	0	50
1900	wash	2	0
1900	waste	3	0
1900	watch	6	27
1900	wear	10	34
1900	win	11	36
1900	work	0	75
1900	write	26	64
1900	yield	0	39
1910	accept	6	58
1910	act	8	37
1910	add	5	46
1910	admit	0	60
1910	affect	0	26
1910	afford	0	21
1910	agree	0	56
1910	allow	2	80
1910	answer	7	50
1910	appear	0	75
1910	apply	0	18
1910	arise	0	30
1910	arrest	1	0
1910	arrive	0	20
1910	ask	71	92
1910	attack	5	0
1910	attempt	0	16
1910	attend	0	41
1910	be	820	10642
1910	bear	0	66
1910	beat	11	0
1910	become	21	184
1910	begin	14	101
1910	believe	2	30
1910	benefit	0	8
1910	blow	10	0
1910	break	23	53
1910	bring	29	244
1910	build	18	26
1910	burn	7	14
1910	bury	3	0
1910	buy	27	33
1910	call	26	89
1910	carry	11	93
1910	catch	8	0
1910	cause	0	75
1910	cease	0	50
1910	change	10	45
1910	check	0	0
1910	choose	0	18
1910	clean	4	0
1910	clear	11	0
1910	climb	2	0
1910	close	3	24
1910	come	24	714
1910	consider	0	21
1910	contain	0	20
1910	continue	7	207
1910	cook	5	0
1910	cost	9	62
1910	cover	0	21
1910	create	0	19
1910	cross	2	0
1910	cry	7	0
1910	cut	15	24
1910	dance	7	0
1910	decide	0	24
1910	deliver	0	17
1910	demand	0	30
1910	depend	0	79
1910	destroy	0	19
1910	determine	0	22
1910	develop	0	40
1910	die	39	53
1910	disappear	0	30
1910	discover	0	23
1910	do	349	814
1910	draw	6	32
1910	drink	2	0
1910	drive	20	36
1910	drop	5	25
1910	eat	8	34
1910	enable	0	66
1910	end	5	48
1910	enjoy	5	41
1910	enter	5	34
1910	excuse	0	38
1910	explain	3	49
1910	explode	0	0
1910	face	0	8
1910	fail	1	45
1910	faint	6	0
1910	fall	17	86
1910	feed	3	0
1910	feel	1	77
1910	fight	22	58
1910	fill	0	32
1910	find	49	559
1910	finish	5	0
1910	fire	1	0
1910	fix	6	0
1910	fly	3	13
1910	follow	14	125
1910	force	4	21
1910	forget	6	35
1910	forgive	0	37
1910	form	0	24
1910	furnish	0	47
1910	gain	0	21
1910	get	265	364
1910	give	129	556
1910	go	15	640
1910	grow	5	88
1910	handle	1	0
1910	hang	6	0
1910	happen	70	97
1910	hate	0	0
1910	have	323	1833
1910	hear	5	73
1910	help	24	231
1910	hire	3	0
1910	hit	9	0
1910	hold	12	87
1910	hunt	7	0
1910	hurt	10	0
1910	improve	0	6
1910	include	0	20
1910	increase	0	43
1910	insist	2	0
1910	introduce	6	0
1910	join	9	37
1910	jump	5	0
1910	keep	63	172
1910	kick	1	0
1910	kill	23	61
1910	kiss	4	0
1910	knock	4	0
1910	know	12	173
1910	land	5	0
1910	last	5	35
1910	lay	7	13
1910	lead	2	73
1910	learn	13	49
1910	leave	52	161
1910	let	56	142
1910	lie	4	30
1910	like	15	55
1910	listen	1	30
1910	live	47	66
1910	look	32	130
1910	lose	16	50
1910	love	2	42
1910	make	185	757
1910	marry	94	45
1910	mean	5	101
1910	meet	21	117
1910	miss	7	15
1910	move	13	20
1910	murder	6	0
1910	need	11	101
1910	occur	0	26
1910	offer	7	21
1910	open	11	36
1910	paint	6	0
1910	pardon	0	40
1910	pass	5	76
1910	pay	22	126
1910	perceive	0	15
1910	permit	0	81
1910	pick	6	0
1910	place	0	21
1910	play	29	43
1910	please	0	28
1910	present	2	23
1910	prevent	0	55
1910	proceed	0	31
1910	produce	0	61
1910	propose	3	0
1910	protect	3	28
1910	prove	12	113
1910	provide	0	43
1910	pull	5	0
1910	put	63	121
1910	quit	19	0
1910	rain	12	0
1910	raise	4	15
1910	reach	0	49
1910	read	9	46
1910	receive	3	102
1910	recognize	0	20
1910	reduce	0	14
1910	remain	5	153
1910	remember	1	106
1910	render	0	16
1910	report	3	29
1910	require	0	102
1910	rest	0	26
1910	result	0	46
1910	retire	1	0
1910	return	1	90
1910	ride	12	0
1910	rise	1	35
1910	ruin	5	0
1910	run	35	67
1910	sail	5	0
1910	satisfy	0	26
